PERIOD,PARTNER,AT,BE,BG,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,MT,NL,PL,PT,RO,SE,SI,SK,UK
2013-06,FI,"44,49","85,52",:,:,"926,06","3.751,52","14,76","157,34",:,"1,70",:,"0,11",:,"5.772,54",:,"3,40","17,78",:,"1.304,46",:,"8.124,51","1.093,71",:,:,"9.035,91",:,"0,59","519,59"
2013-06,FR,"660,14","3.551,63",:,:,"8,04","24.636,34","49,56","26,81",:,"248,03","61,59",:,:,"17.246,29",:,"480,61","34,80","31.648,20","55,78",:,"94.447,89","3.027,86","45,26",:,"183,18","83,80","39,21","4.605,04"
2013-06,HR,"26,19",:,:,:,"1.122,73","38,21","0,07",:,:,:,"0,23",:,:,"950,26",:,:,:,:,:,:,"5,30","12,86",:,:,"6,84","315,49","3.729,28",:
2013-06,HU,"3.823,89",:,:,:,"2.547,80","2.734,04","11,75",:,:,:,:,"1.573,93",:,:,"5,82","449,37","58,73","455,39","438,48",:,"2.450,13","1.797,14","58,12","5.035,47","93,77","2.634,22","9.830,83","4.111,46"
2013-06,IE,:,"28,06",:,:,"145,53","2.780,90","0,39",:,:,"2,79",:,"643,23",:,"565,71",:,"379,95","1.602,16",:,"98,73",:,"3.922,29","242,04",:,:,"0,93",:,:,"27.292,99"
2013-06,IT,"2.671,46","20,36","116,48",:,"1.579,80","27.335,41","29,73",:,"159,86","213,82","0,67","10.515,54",:,"21.967,34","278,95",:,"355,02","45.925,43","686,50","49,80","42.778,48","4.409,36","564,10","1.509,67","4,45",:,"783,83","8.820,19"
2013-06,LT,"483,24",:,:,:,"1.194,74","843,12","0,47","643,78",:,:,"141,30","0,10",:,:,"44,35","0,50",:,:,"6.794,33",:,"258,32","4.087,69",:,:,"1.517,43",:,"1,82","1.676,66"
2013-06,LU,"318,17","1.398,13",:,:,:,"1.977,28",:,:,"5,00","72,07","0,30","1.699,90",:,"31,41",:,"0,31",:,:,"329,51",:,"3.871,76","540,49",:,:,"10,82",:,:,"102,22"
2013-06,LV,"424,95",:,"33,45",:,"553,54","1.649,87","0,36","10,93",:,:,"28,97","485,21",:,:,:,"714,50","3.390,35",:,:,:,"660,18","17.649,57","35,17","189,17","658,02","124,76","591,29","343,86"
2013-06,MT,"230,04",:,:,:,"52,78","339,43",:,:,:,"0,16",:,"349,92",:,:,:,"194,17",:,:,"6,85",:,:,"1.596,51",:,"7,72",:,:,"20,92","70,65"
2013-06,NL,"1.879,33","3.172,45",:,"7,90","1.672,27","51.822,47","91,81",:,"869,70","511,88","24,38","8.604,92",:,"2.001,21","388,96","560,76","200,40","236,10","466,91",:,:,"6.589,41","209,04","243,76","101,21",:,"623,45","2.355,17"
2013-06,PL,"12.816,35","4.336,15","28,69",:,"10.325,29","36.997,54","0,97","1,62",:,"0,20","12,94","4.396,96",:,"4.887,32","3,56","11,12","173,78",:,"1.180,61",:,"8.556,92",:,"4,47","1.203,01","73,95",:,"48.362,27","15.257,36"
2013-06,PT,"180,07",:,:,:,"37,89","4.635,16","6,87",:,:,"253,15",:,"2.281,65",:,"165,85",:,"228,72","15,45",:,"1.155,42",:,"13.858,05","8,52",:,"109,60","5,29",:,"10,95","541,80"
2013-06,RO,"2.927,44","1.047,38","718,29",:,"6.580,75","5.339,23","3,79",:,:,"34,40",:,"1.633,62",:,"2.209,33",:,"9,49",:,"808,21","72,85","0,09","2.680,24","32,76","1.061,79",:,:,:,"22.617,57","85,98"
2013-06,SE,:,"1,53",:,:,"514,91","6.635,58","3.676,33","44,95","59,50","1,31","2.435,49","22,75",:,"1.515,55",:,"154,38","37,18",:,:,:,"56.459,41","623,76",:,:,:,:,"7,40","2.642,24"
2013-06,SI,"5.285,02",:,:,:,"1.302,57","1.351,30",:,:,:,:,:,"146,01",:,"1.282,13",:,"20,66",:,:,:,:,"94,35","2,51",:,:,:,:,"8.562,56","196,01"
2013-06,SK,"202.408,42","1.815,87",:,:,"8.991,03","12.028,37",:,"98,70",:,:,:,"38,57",:,"3.336,53",:,"513,41",:,:,"279,13",:,"5.396,24","4.938,27","116,75","447,30",:,"1.853,10",:,"1.721,70"
2013-06,UK,"322,72","58,11","44,25","445,48","5.059,81","29.501,85","292,74","159,58","228,37","252,37","3,03","10.989,29",:,"47.819,46","848,58","1.250,86","163,68","0,21","1.384,49",:,"235.260,58","17.069,28","345,27","14,24","286,02","104,90","1.360,41",:
2013-07,AT,:,:,"625,66",:,"581,48","18.198,63","80,57","0,39","81,50","26,61",:,"250,53","3.106,79","1.402,34",:,"337,34","24,80","1,85",:,:,"2.591,28","14.922,08","216,89","5.439,21","25,60",:,"30.388,03","885,56"
2013-07,BE,"269,96",:,:,:,"133,54","5.842,16","57,08","38,61",:,"18,00","286,69","1.727,11",:,"856,02","0,19","6,02",:,"1.676,76","83,80",:,"23.245,37","2.049,97",:,"131,69","41,41",:,"140,84","2.565,80"
2013-07,BG,"903,59",:,:,:,"3.059,90","17.624,60",:,"411,11","29,43","32,62","0,14","1.569,66",:,"1.030,79","1.136,79","406,88","988,00","97,80","602,63",:,"2.136,81","4.484,42",:,"177,14",:,"176,52","9.004,21","2.030,08"
2013-07,CY,"2.717,43","66,13","54,23",:,"424,78","4.144,95","0,72","708,99","5.988,74","0,15",:,"1,22",:,:,"880,00","167,22",:,"2.917,88","946,09",:,"173,24","2.304,08","27,21","80,60","1,59","17,77","39,56","17.541,70"
2013-07,CZ,"2.392,84","2.880,24","16,14",:,:,"59.167,34","5,73","1,65","581,38","144,03","383,58","826,64","8,58","1.416,17","2.259,92","1.991,44","71,45","820,58","535,42",:,"1.012,81","36.364,29",:,"92,63","1.432,39","178,45","36.685,37","37.439,91"
2013-07,DE,"12.660,99","311,24","905,22","725,58","30.793,49",:,"2.513,73","571,78","1.700,73","428,63","131,92","8.012,07",:,"17.918,59","76,00","1.853,47","854,69","4.164,32","723,61",:,"134.538,19","46.573,19","932,06","7.255,22","278,31",:,"6.106,39","14.773,80"
2013-07,DK,"19,81","17,48",:,:,"48,01","4.025,79",:,"14,22",:,:,:,"0,36",:,"192,50",:,"0,12",:,:,"4,04",:,"8.373,55","533,06",:,:,"41.730,27",:,"31,22","174,22"
2013-07,EE,"419,85",:,:,:,"270,45","701,06",:,:,:,:,"120,00","1,17",:,:,:,"53,33","336,78",:,"3.278,81",:,"266,64","6.738,48","62,71","17,90","1.547,00",:,"12,76","493,07"
2013-07,EL,"785,56",:,"0,47","156,03","11,44","14.933,01",:,"40,69",:,"0,72","0,11","1.195,92",:,"327,84",:,"4,42",:,:,"269,05",:,"1.080,11","116,50",:,"22,26","35,80",:,"328,05","448,63"
2013-07,ES,"723,41","871,06",:,:,"158,18","9.821,99","42,18","4,55","92,00",:,"1,10","4.470,20",:,"4.252,30","2,59","7.986,84","35,95","4.703,58","963,86",:,"69.404,07","749,63","222,62","33,29","35,19","74,54","95,22","5.661,70"
2013-07,FI,"91,54","0,89",:,:,"261,95","2.626,12","18,66","177,89",:,"3,02",:,"9,11","0,04","3.328,59",:,"2,24","24,21",:,"1.360,70",:,"8.850,84","1.696,25",:,"42,60","17.223,10",:,"0,05","240,17"
2013-07,FR,"70,27","2.176,78","56,53",:,"9,31","27.795,33","65,84","627,10",:,"189,47","35,29",:,:,"12.033,98","0,73","306,71","1,47","22.653,31","246,49",:,"81.519,43","1.734,43","535,80","109,19","206,51",:,"26,00","3.566,98"
2013-07,HR,"4.157,27",:,:,:,"6,96","35,41",:,:,:,"0,24",:,"0,44",:,"180,15",:,"0,79",:,:,:,:,"1.958,54",:,:,:,"0,42","1.157,55","3.986,91","1,52"
2013-07,HU,"4.042,80",:,"103,00",:,"2.306,19","3.456,65","55,44",:,:,"53,12",:,"2.263,50","0,29",:,:,"0,46","698,37","719,61","39,52",:,"2.976,94","1.859,71","39,12","7.256,49","36,12","1.546,26","12.118,82","4.558,37"
2013-07,IE,:,:,:,:,"778,04","2.312,21","5,35","9,59",:,"1,00",:,"635,27",:,"442,48",:,"31,44","1.376,91",:,:,:,"2.519,54","219,78",:,:,"0,94",:,"5,90","11.591,96"
2013-07,IT,"1.837,08","95,45","67,44",:,"2.751,57","15.455,97","32,34","0,07","1,36","143,85","4,38","7.411,16",:,"10.909,76","14,32",:,"533,84","42.539,08","876,28","160,74","33.080,95","3.327,61","937,87","1.152,75","12,13",:,"377,65","10.018,99"
2013-07,LT,"267,25",:,:,:,"411,06","2.166,70",:,"2.216,35",:,:,"17,09","0,48",:,"0,09",:,"1,18",:,:,"7.733,70",:,"888,71","6.700,40",:,:,"3.613,72",:,"0,87","2.374,78"
2013-07,LU,"75,07","1.197,47",:,:,:,"2.670,74",:,:,:,"1,13","0,30","1.825,19",:,"4,49",:,"1,45",:,:,"386,29",:,"2.148,75","839,68","7,94",:,"91,00",:,:,"375,61"
2013-07,LV,"902,78",:,"70,90",:,"1.007,83","2.033,30",:,"7,67",:,:,:,"251,26",:,"0,09",:,"118,12","2.813,81",:,:,:,"937,21","19.558,79","28,86","170,64","1.229,09","420,06","331,81","904,43"
2013-07,MT,"234,12",:,:,:,"84,58","119,17",:,"0,03",:,"0,24",:,"572,39",:,:,:,"304,08",:,:,"31,65",:,:,"3.054,73",:,:,:,"161,31","110,12","90,25"
2013-07,NL,"1.088,98","2.689,49",:,"6,60","3.065,94","47.796,75","87,41","0,17","0,04","129,58","25,28","3.223,18",:,"3.458,80","186,97","647,13","246,73","366,28","1.147,55",:,:,"8.805,33","69,38","278,97","269,13",:,"418,54","3.518,90"
2013-07,PL,"20.689,28","4.677,61",:,:,"13.461,96","30.333,82","0,93","117,57",:,:,"7,19","3.791,21",:,"3.593,78","4,40","5.177,52","17,35",:,"1.192,82",:,"13.200,47",:,"2,33","240,32","61,60",:,"41.245,98","23.880,81"
2013-07,PT,"259,43",:,:,:,"207,64","6.248,82","9,09",:,:,"842,61",:,"2.834,04","8,74","392,39",:,"491,93","2,94",:,"355,62",:,"18.187,42",:,:,"7,19","8,52","322,68","75,58","1.472,44"
2013-07,RO,"3.327,18",:,"371,76",:,"8.372,98","5.842,20","3,94",:,"0,51","27,18",:,"1.260,28","0,08","1.571,58",:,"14,29","7,40","1.257,49","32,88",:,"5.244,50","14,96","9,32",:,"14,78",:,"30.332,18","401,52"
2013-07,SE,:,"2,15",:,:,"320,01","6.736,28","1.228,74","6,73","62,89","0,58","3.267,16","590,16",:,"4.355,42","8,12","279,94","120,70",:,"34,32",:,"84.981,21","423,79","0,82","48,89",:,:,"20,43","2.437,79"
2013-07,SI,"4.762,59","1,22",:,:,"606,45","2.440,22",:,"0,03",:,:,:,"0,65","2,30","1.122,41",:,"13,18",:,:,:,:,"14,61","2,50",:,"77,02","1,47",:,"5.324,06","184,83"
2013-07,SK,"178.837,14","406,21",:,:,"12.393,46","7.218,81",:,"71,14",:,:,"424,25","29,71",:,"4.179,09",:,"252,24","123,50","91,42","345,07",:,"5.338,07","4.296,87","278,67","229,18",:,"607,85",:,"1.225,73"
2013-07,UK,"911,62","6,06","2,10","798,97","5.513,36","24.976,54","238,49","143,03","3.575,98","727,56","0,40","7.819,84",:,"27.846,10","632,39","704,34","1.467,34","0,40","1.558,21",:,"233.855,50","20.112,55","799,80","247,86","212,03",:,"2.325,78",:
2013-08,AT,:,"2,00","1.796,62",:,"491,82","11.939,90","47,80","11,44","0,18","25,36",:,"732,26","2.050,80","2.076,06",:,"563,11",:,"6,76",:,:,"4.333,61","7.337,88",:,"2.769,25","127,54",:,"23.499,48","418,14"
2013-08,BE,"3,73",:,:,:,"7,11","10.083,94","56,15","22,65",:,"2,17","147,03","836,78",:,"1.437,67","123,82","1,33","10,00","1.442,85","169,92",:,"25.409,44","1.228,94",:,"2,37","35,31","0,17","77,84","2.253,23"
2013-08,BG,"878,10","0,11",:,:,"1.675,49","7.472,84",:,"0,17",:,:,:,"896,57",:,"1.008,67",:,"224,84",:,:,"153,08",:,"552,66","2.238,19",:,"272,03",:,"269,10","8.722,14","3.709,17"
2013-08,CY,"2.511,74","51,99",:,:,"1.614,13","3.211,72",:,:,"3.251,19",:,:,"2,11",:,"1,38","1.030,64","623,17",:,"823,28","1.026,47",:,"25,03","48,32","50,69","142,45",:,:,"1.606,44","1.905,41"
2013-08,CZ,"4.337,98","528,28","48,31",:,:,"26.475,11","5,58","1,68","332,00","0,00",:,"1.349,01","8,61","2.109,66","328,05","1.152,41","32,80","589,50","57,01",:,"2.210,38","31.859,01",:,"1.139,88","53,47","276,03","49.746,60","31.129,88"
2013-08,DE,"8.418,22","543,05",:,"87,00","34.267,03",:,"4.426,39","1.229,19","1,22","353,76","268,60","8.623,07",:,"19.019,30","1.200,77","1.942,87","263,59","864,53","2.157,09",:,"94.121,58","49.920,07","597,96","6.541,58","242,20","9,82","7.919,14","10.166,46"
2013-08,DK,"20,78","8,01",:,:,"0,66","7.924,24",:,:,:,:,"1,83","8,80",:,"28,59","1,09","47,89",:,:,:,:,"6.969,02","26,72",:,"69,60","45.051,92",:,"33,35","308,64"
2013-08,EE,"50,91",:,:,:,"747,50","324,98",:,:,:,:,"98,83","1,39",:,:,:,"0,33","54,78",:,"3.184,76",:,"292,14","4.559,65",:,:,"1.138,41",:,"284,39","409,37"
2013-08,EL,"1.653,40",:,"8,25","130,67","2,68","12.124,89",:,"6,78",:,"2,03",:,"1.960,33",:,"392,57",:,"2,65",:,:,"4,27",:,"1.731,50","94,10",:,"53,11","65,97",:,"215,96","256,78"
2013-08,ES,"929,41","675,86","58,00",:,"415,42","10.307,90","31,71","0,03","126,89",:,:,"4.906,71",:,"3.131,79","3,71","5.739,68","4,08","4.800,76","671,05",:,"72.985,19","373,10","163,52","49,17","29,13",:,"77,71","2.920,82"
2013-08,FI,"51,25","0,35",:,:,"202,82","3.039,66","29,51","60,54",:,"1,48",:,"2,83","0,00","9.317,68",:,"3,41","23,06",:,"749,22",:,"4.227,98","1.156,86",:,:,"18.714,23",:,"75,40","475,30"
2013-08,FR,"357,68","3.317,89",:,:,"34,36","23.646,90","40,87","61,68",:,"152,23","26,40",:,:,"19.072,27","0,28","243,51",:,"42.056,14","329,34",:,"109.282,47","307,43","40,63","19,17","171,88",:,"31,31","3.345,72"
2013-08,HR,"7.086,20",:,:,:,"545,41","3,65",:,:,:,:,"4,30","0,26",:,"67,45",:,"29,50",:,:,:,:,"1.704,32",:,:,:,:,"962,12","5.689,63","2,94"
2013-08,HU,"7.552,93",:,:,:,"4.693,00","4.970,81","5,46","0,17",:,"15,25","145,41","1.353,54","0,28",:,:,"234,26","198,05","1.071,04","199,04",:,"1.659,68","1.809,68",:,"6.049,22","454,99","1.735,65","10.013,83","3.566,60"
2013-08,IE,"0,40",:,:,:,"434,38","1.902,81","1,27","0,03",:,"2,13",:,"699,15",:,"229,01",:,"54,77","1.098,47",:,:,:,"3.050,71","19,37",:,"5,34","0,14",:,"246,30","25.226,64"
2013-08,IT,"1.233,39","14,57","151,93",:,"1.661,70","21.523,49","14,05","0,20","12,37","30,08","2,20","4.704,44",:,"24.381,00","243,78",:,"722,50","10.804,83","1.029,91",:,"21.618,06","2.141,48","91,66","395,19","4,27","252,21","562,06","1.993,45"
2013-08,LT,"66,31",:,"5,68",:,"1.289,34","897,30",:,"1.365,44",:,:,:,"0,29",:,"0,09",:,:,:,:,"9.930,54",:,"914,26","3.115,81","10,75","19,76","3.468,08",:,"18,90","272,79"
2013-08,LU,"46,17","1.082,07",:,:,"6,83","1.795,76",:,:,:,"1,56","0,30","1.067,71",:,"23,58",:,"28,90",:,:,"507,34",:,"5.369,47","9,91",:,:,"7,25",:,"0,75","17,23"
2013-08,LV,"811,83",:,"43,18",:,"775,58","3.090,21","0,18","542,38","119,25",:,"0,22","41,80",:,:,:,:,"5.274,26",:,:,:,"440,90","20.704,96",:,"96,59","796,44","652,64","264,17","901,97"
2013-08,MT,:,:,:,:,"1.226,47","475,94",:,"0,21",:,:,:,"426,74",:,:,:,"377,82",:,:,"17,98",:,"93,56","1.418,22",:,"3,59",:,:,"65,34","213,37"
2013-08,NL,"1.278,15","4.933,59",:,:,"11.681,00","43.288,24","69,31",:,"77,00","8.713,81","52,88","23.437,19",:,"2.484,79","156,38","277,55","1.310,83","2.673,39","1.155,20",:,:,"3.642,80","145,51","253,22","187,89","0,53","468,17","3.846,55"
2013-08,PL,"17.187,07","3.018,23","37,39",:,"11.640,54","21.693,46","18,72","1,31",:,:,"19,39","4.150,02",:,"3.066,18",:,"5.225,72","401,81",:,"1.504,71",:,"10.700,23",:,"10,53","98,63","68,21",:,"47.069,93","11.928,94"
2013-08,PT,"76,29",:,:,:,"134,31","4.066,28","6,73","0,04",:,"281,52",:,"2.297,93",:,"491,22",:,"444,32","5,00",:,"315,56",:,"12.093,98","0,05",:,"9,86","2,49",:,"12,47","283,61"
2013-08,RO,"3.838,35","134,83","956,65",:,"7.388,10","5.706,41","4,09","0,03",:,:,:,"1.841,16","0,06","1.016,04",:,"4,65","4,60","1.050,19","31,24",:,"3.127,49","26,48","17,68",:,:,"53,40","21.455,44","656,15"
2013-08,SE,:,"194,35",:,:,"1.029,26","4.720,69","1.494,63","0,03",:,"0,45","3.631,76","152,00",:,"4.096,29",:,"43,10","9,30",:,:,:,"44.939,93","3,53","3,41","144,01",:,:,"79,02","1.519,25"
2013-08,SI,"3.815,03","1,06",:,:,"523,07","2.087,52",:,:,:,"104,05",:,"38,25","35,89","172,07",:,"178,99","336,53",:,:,:,"239,38","5,33",:,:,:,:,"6.429,57","25,18"
2013-08,SK,"203.275,58","0,01",:,:,"13.805,73","12.364,68",:,"0,35",:,:,"136,55","100,89",:,"5.216,23",:,"2.433,06","70,31","20,00","225,20",:,"3.226,15","2.822,36","243,27","692,89","13,48","1.907,85",:,"1.695,14"
2013-08,UK,"231,91",:,"69,06","206,00","2.142,85","29.552,79","239,02","143,21","2.501,96","1.654,02","18,82","15.722,60",:,"31.077,72","679,19","550,10","426,93","46,80","875,48",:,"181.943,22","13.575,21","421,50","402,00","396,52",:,"3.279,29",:
2013-09,AT,:,"8,03","981,38",:,"471,35","10.098,42","50,37","0,03",:,"32,18",:,"368,70","694,43","2.943,36",:,"694,30",:,"0,10","1,25",:,"11.872,06","8.231,94",:,"3.560,21","105,64","26,12","27.372,00","965,05"
2013-09,BE,"22,25",:,:,:,"38,88","7.530,83","66,66","18,90",:,"3,83","4,18","1.681,73",:,"3.623,44",:,"41,59",:,"2.151,48","112,00",:,"31.261,45","259,22",:,"19,62","41,04",:,"174,91","4.506,37"
2013-09,BG,"1.478,10",:,:,:,"2.928,99","7.828,11",:,:,"0,47",:,:,"388,33",:,"803,80","1.582,50","0,09","453,07",:,"99,19",:,"699,93","893,67",:,"309,66",:,:,"9.772,27","4.510,01"
2013-09,CY,"3.198,26","105,83",:,:,"1.937,84","1.083,70",:,:,"4.720,95","18,36",:,"2,02",:,"350,89","557,25","308,00",:,:,"124,09",:,"16,63","187,67",:,"112,83",:,:,"218,46","2.021,11"
2013-09,CZ,"4.930,08","0,49","7,49","95,00",:,"40.122,77","0,11",:,"112,53","0,08",:,"1.118,96","32,22","1.092,83","122,42","117,59","112,87","178,85","962,06",:,"6.310,28","32.550,21",:,"228,95","268,76","121,38","45.700,44","2.644,14"
2013-09,DE,"8.790,19","112,91","48,60","1.432,80","54.184,57",:,"9.588,02","755,78","1.821,05","266,79","257,98","23.378,55",:,"15.651,96","257,91","2.257,53","604,59","2.363,16","1.280,79",:,"309.981,24","60.058,07","768,91","6.580,56","276,76","16,25","8.466,36","9.472,44"
2013-09,DK,:,"62,87",:,:,"338,23","7.696,54",:,"5,71",:,"126,40","2,95","11,02",:,"476,29",:,"105,76",:,:,:,:,"3.285,23","97,07",:,:,"41.027,85",:,"172,37","198,67"
2013-09,EE,"85,19","50,43",:,:,"1.887,48","1.326,10",:,:,:,:,"31,57","1,38",:,:,:,"0,41","61,41",:,"3.423,47",:,"315,94","4.261,36",:,"1,53","2.068,26",:,"41,22","238,44"
2013-09,EL,"5.244,14",:,"73,65","414,64","10,52","12.418,77","1,49",:,:,"1,69",:,"1.817,85",:,"861,06",:,"0,54",:,:,:,:,"200,36","84,37",:,"49,58","3,78",:,"190,41","384,46"
2013-09,ES,"1.884,38","227,89","4,94",:,"474,66","10.944,50","2,82","0,38","205,58",:,:,"6.380,25",:,"3.822,67",:,"3.903,66","20,78","5.945,49","1.181,83",:,"64.680,77","662,54","1.350,27","79,12","6,03",:,"281,92","2.830,96"
2013-09,FI,"82,87",:,:,:,"8,21","2.978,79","32,75","123,34",:,"0,88",:,"0,81","0,00","8.285,24",:,"0,70","22,11",:,"315,72",:,"5.438,52","610,69","69,51",:,"22.084,59",:,"80,44","590,85"
2013-09,FR,"64,91","1.901,28","83,70",:,"166,32","29.504,29","35,30","39,03","1,50","242,03","92,76",:,:,"12.340,94","8,38","239,89","1,27","34.298,47","50,22",:,"249.880,12","234,84","225,71","148,90","184,27",:,"30,40","5.935,83"
2013-09,HR,"7.812,83","0,01","12,14",:,"128,64","48,98",:,:,:,"1,89",:,"1,79",:,"581,05",:,"2,13",:,:,:,:,"673,32","1,82",:,"19,29","0,42","614,99","6.581,98","3,21"
2013-09,HU,"4.816,26","1,28","1.282,01",:,"2.171,88","2.935,30","2,19","0,85",:,:,"205,74","1.737,86","0,21",:,:,"268,17","254,01","565,69","387,90",:,"1.978,20","3.051,10","312,12","8.380,40",:,"2.072,18","8.815,81","5.371,32"
2013-09,IE,:,:,:,:,"599,35","3.658,09","0,39","0,02","13,44","7,91","0,52","1.165,56",:,"651,99",:,"2,93","349,50",:,"103,90",:,"9.517,92","432,63",:,:,:,:,"5,09","26.463,38"
2013-09,IT,"2.463,93","65,01","29,42",:,"2.839,74","30.852,55","143,64",:,"93,31","427,18","0,20","5.504,79",:,"23.638,28","0,84",:,"2.719,89","20.782,08","1.413,39",:,"24.766,46","3.472,92","678,28","511,88","4,41","27,73","2.161,80","7.500,39"
2013-09,LT,"103,32",:,"0,81",:,"1.073,97","1.748,43",:,"8,48","78,90",:,"0,01","0,38",:,:,:,"362,67",:,:,"9.985,13",:,"197,53","5.651,98",:,:,"1.863,44","66,59","34,14","440,24"
2013-09,LU,"2,56","772,77",:,:,:,"3.444,21","0,18",:,"38,18","1,45",:,"2.296,17",:,"98,25",:,"0,17",:,:,"80,47",:,"6.269,29","238,62","3,62",:,"6,50",:,"16,25","4,84"
2013-09,LV,"1.423,92",:,"0,56",:,"654,82","1.715,07",:,"2.520,87",:,:,"1,23","0,18",:,"16,00",:,"0,43","3.327,48",:,:,:,"325,46","13.640,74","17,44","47,19","621,52",:,"499,30","765,69"
2013-09,MT,:,:,:,:,"152,53","280,04",:,:,:,:,:,"413,49",:,:,:,"856,83",:,:,:,:,"109,47","163,27",:,"96,96",:,:,"23,65","188,96"
2013-09,NL,"815,91","2.884,21",:,:,"2.582,71","32.721,93","43,92","0,04","0,47","2,83","0,82","14.219,88","109,80","3.946,66","133,51","390,51","541,43","200,33","1.249,74",:,:,"5.642,11","138,28","661,74","129,03",:,"650,54","2.389,54"
2013-09,PL,"18.464,74","2.246,27","56,10",:,"9.315,96","28.043,56","5,35","9,38",:,"22,09",:,"3.028,38",:,"4.348,94","0,52","7.439,30","678,88","188,03","2.056,11",:,"3.795,36",:,"48,47","117,17","51,65",:,"49.564,49","4.863,43"
2013-09,PT,"171,96","0,01",:,:,"217,71","2.717,95",:,:,:,"186,76",:,"2.600,97","4,87","269,35",:,"367,05",:,:,"1.005,96",:,"7.976,25","23,30",:,"47,03","0,36",:,"9,76","950,03"
2013-09,RO,"3.336,59","0,67","930,48","30,80","7.563,69","6.082,61","4,25","9,73","29,45","28,15",:,"3.452,64","0,03","1.684,95",:,"11,15","20,63","3.001,15","26,87",:,"1.092,96","47,95",:,:,"25,31",:,"23.461,73","329,87"
2013-09,SE,"0,69","194,78",:,:,"795,26","9.524,53","1.196,04","53,60",:,:,"2.952,03","56,01",:,"4.648,19","5,07","0,79","146,94","14,46","22,46",:,"25.932,70","1.481,99","0,32",:,:,:,"485,89","2.637,41"
2013-09,SI,"4.549,53",:,:,:,"631,39","1.952,36",:,:,:,:,:,"110,22","21,33","531,01",:,"7,82","700,06",:,:,:,"21,11","6,05",:,:,"1,05",:,"8.774,26","102,98"
2013-09,SK,"232.869,61","5,67","77,14",:,"15.728,76","7.337,92",:,"0,18",:,"108,75",:,"40,04",:,"3.741,11",:,"317,84",:,:,"204,42",:,"3.394,63","3.797,48",:,"370,33","13,21","1.329,28",:,"1.851,85"
2013-09,UK,"247,30","316,47","189,25","315,00","4.340,73","33.631,08","138,39","161,27","2.826,60","1.679,33","26,44","17.416,68",:,"36.699,19","2.443,80","267,36","525,10","1.090,25","849,82","6,58","225.565,31","16.762,28","57,77","1.209,45","323,05",:,"1.147,08",:
2013-10,AT,:,"7,95","750,29",:,"418,52","31.619,29","150,83","2,18","1.134,27","36,25","0,60","198,55","1.089,82","3.721,30",:,"312,83",:,:,:,:,"7.375,45","7.123,21",:,"3.171,23","30,60",:,"30.837,26","1.377,10"
2013-10,BE,"2,65",:,:,:,"374,97","8.881,07","146,30","249,97",:,"3,69","1,62","1.735,75",:,"1.154,64",:,"6,45",:,"2.367,70","55,80",:,"42.182,41","1.874,16","30,84",:,"40,63",:,"137,01","2.419,67"
2013-10,BG,"2.888,41","69,19",:,:,"2.748,53","5.007,69",:,:,"12,49",:,:,"1.852,60",:,"1.898,58",:,"3,50","817,60",:,"726,10",:,"2.666,32","3.155,10",:,"69,95",:,:,"11.171,58","6.000,72"
2013-10,CY,"3.036,15","103,13",:,:,"3.829,62","2.794,45",:,:,"3.961,01","0,14",:,"338,53",:,"12,39","846,50","1.959,63",:,"19,70","381,73",:,"26,02","999,80",:,"22,46",:,"9,64","76,70","6.364,00"
2013-10,CZ,"5.537,89","176,54","8,96",:,:,"59.551,82","2,97","1,29","263,71",:,:,"2.119,26","1.677,33","3.224,18","351,71","242,62","185,20","57,46","535,60",:,"6.961,81","18.734,01","74,81","242,99","166,38","350,61","50.684,95","4.138,71"
2013-10,DE,"13.041,04","1.091,42","346,33","890,76","53.394,42",:,"2.717,38","1.259,30","785,26","1.556,87","278,00","27.521,30",:,"18.012,36","882,96","771,89","2.229,35","1.386,90","949,64",:,"191.820,80","39.666,57","978,82","10.560,57","90,40","60,20","9.929,88","14.319,74"
2013-10,DK,:,:,:,:,"324,99","3.270,28",:,:,:,"220,21",:,"98,19",:,"117,76",:,"3,27",:,:,:,:,"21.595,85","434,94",:,"55,69","42.224,82",:,"111,33","650,94"
2013-10,EE,"70,97",:,:,:,"1.405,80","2.190,54",:,:,:,:,"145,41","1,69",:,"1,03",:,"4,29","86,95",:,"4.168,00",:,"809,76","2.639,09",:,:,"1.734,51",:,"399,14","602,09"
2013-10,EL,"4.131,89",:,"0,47","129,76","99,56","21.582,19",:,"9,71",:,"4,02",:,"1.078,64",:,"674,97",:,"5,09","21,50",:,:,:,"1.795,40","102,30",:,"70,47","4,19",:,"312,61","998,22"
2013-10,ES,"2.989,18","341,36","3,90",:,"1.407,23","13.759,42","40,19","7,37","40,37",:,:,"5.115,21",:,"3.235,20",:,"10.739,82","79,88","2.510,07","1.510,09",:,"101.856,38","494,09","215,45","35,92","122,85",:,"128,44","4.985,13"
2013-10,FI,"16,23","0,35",:,:,"15,55","2.339,81","23,32","422,57",:,"2,27",:,"18,35","0,00","831,59",:,"0,59","0,25",:,"320,51",:,"19.692,74","512,97","67,57",:,"16.732,24",:,"4,22","224,12"
